document_id,collection_id,document_path,document_status_id,document_url,document_archive,document_Fondo,document_Volumen,document_Caja,document_Tomo,document_Legajo,document_Expediente,document_Documento,document_Titulo,document_Signatura,document_Productores,document_Fecha_creacion,document_Año_creacion,document_Lugar_creacion,document_Soporte,document_Descripcion,document_Indices_de_Descripcion,document_Num_pags,document_Num_pags_escritas,document_Rango_fojas
int,int,text,int,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text
